# Pathway	Exp1A1_prefix.assembled_Coverage	Exp1A2_prefix.assembled_Coverage	Exp1AS1_prefix.assembled_Coverage	Exp1AS2_prefix.assembled_Coverage	Exp1C1_prefix.assembled_Coverage	Exp1C2_prefix.assembled_Coverage	Exp1S1_prefix.assembled_Coverage	Exp1S2_prefix.assembled_Coverage	Exp2A1_prefix.assembled_Coverage	Exp2A2_prefix.assembled_Coverage	Exp2AS1_prefix.assembled_Coverage	Exp2AS2_prefix.assembled_Coverage	Exp2C1New.assembled_Coverage	Exp2C2_prefix.assembled_Coverage	Exp2S1_prefix.assembled_Coverage	Exp2S2_prefix.assembled_Coverage	Exp3A1_prefix.assembled_Coverage	Exp3A2_prefix.assembled_Coverage	Exp3AS1_prefix.assembled_Coverage	Exp3AS2_prefix.assembled_Coverage	Exp3C1_prefix.assembled_Coverage	Exp3C2_prefix.assembled_Coverage	Exp3S1_prefix.assembled_Coverage	Exp3S2_prefix.assembled_Coverage
ARO-PWY: chorismate biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0.7569287135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	0.1403469570	0.5802126654	0.0103436103	0.0102443585	0.2954640319	0.6338448006	0.4094502094	0.1036617941	0	0	0	0	0	0	0.2222348881	0	0.0750106698	0	0	0.0097987784	0.1296615762	0	0.0347137300	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1.0000000000	0.9999999841	0.9999999982	0.9999907329	1.0000000000	0.9999999934	1.0000000000	0.9999999708	0.0132658091	0.0000148066	0.9999985453	0.9999966586	0.0808379142	0.2351064413	0.8461638918	0.9975797197	0.9154304455	0.0531725819	0.0029420859	0.0266350371	0.1683148594	1.0000000000	0.2158259962	0.0063599800
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.3060896625	0.1094592857	0.2611571961	0.7024869194	0.4169282545	0.3987657583	0.3744815823	0.1739161724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	0.9988689291	0.9922552707	0.9433382268	0.9999999997	0.9997410571	0.7609820960	0.9999984805	0.8088952634	0	0	0.9940977531	0.8567124873	0	0	0.3561420379	0.8737312488	0.9999381377	0.4371931459	0.7479555540	0.7937712339	0.7523518482	0.9999847732	0.9331260283	0.5287682487
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3521832501	0.5390726920	0.1912816491	0.7889764633	0.6418712592	0.5878949031	0.2227485277	0	0	0	0.2390402024	0.2619673437	0.4799606217	0.1863229902	0	0	0.0456698202	0.6552336033	0	0.3376274423	0.0003231353	0.6152172939	0.1772237848	0.7143866928
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0.0093040843	0.2855992367	0	0	0.0162281971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	0.0000010642	0	0	0	0.0313876282	0.0106470460	0.0000011486	0	0.0102618123	0	0	0	0.0000027262	0	0	0	0.0653173553	0.0403411927	0	0.0008229694	0.0001301808	0.1051082688	0.0718824331	0
AST-PWY: L-arginine degradation II (AST pathway)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	0.0011367009	0.0324619718	0.0001212308	0.0041453022	0.0001199927	0.0089840460	0.0020615476	0.0154068829	0	0	0.2246288210	0.0070208637	0	0	0.0290504545	0.0021298845	0.0870770482	0.0945703977	0.0328054803	0.0016139694	0.0017973103	0.0000608280	0.0790533054	0.0032682730
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000001	0.0000000000	0.0000000010	0.0000000001	0.0000000000	0.0000000006	0.0000000002	0.0000000019
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0000445292	0.0049440402	0.1061842866	0.0176900284	0.0077422368	0.0073684864	0.0535083151	0.0412665581	0	0	0.0260838464	0.0005622424	0	0	0.0076654656	0.0076007128	0.2920489677	0.0896958826	0.0071844414	0.1512568485	0.1339179535	0.1243269062	0.0000341650	0.0219155953
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0003945258	0.0061400350	0.0457431156	0.0071652381	0.0004898609	0.0307067117	0.0210580102	0.0000429538	0.0000000585	0.0000100572	0	0	0.0000046865	0.0000000022	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.9047888468	0.9993040262	0.8433871397	0.9956866295	0.9987980634	0.9614117534	0.6856420581	0.5832640982
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Alloscardovia.s__Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5527046364	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.6677377836	0.5369887115	0.0411673186	0.6156822839	0.2272145089	0.2866026924	0.0790944751	0.0653528121	0	0.7126417834	0.3749336340	0.0230528325	0.4570145579	0.3806007694	0.1557457308	0.3783705201	0.4673182422	0.1465877732	0.3088268322	0.6686011912	0.0786440721	0.2046506124	0.0558203652	0.1888303223
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3486231051	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0.0000000000	0	0.0000000000	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.9534954838	0.8581515690	0.1842599935	0.1012161018	0.8241490588	0.7631663809	0.3909064981	0.6840721183	0.4082271148	0.5508911357	0.7683561530	0.4240069807	0.1337983405	0.2442048239	0.4978025240	0.6050076401	0.8202936694	0.9106434000	0.6927450494	0.6343984970	0.9416501384	0.9105674300	0.8988690254	0.9136925616
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0.3487422480	0	0.6906138947	0	0.5661343207	0.5725392880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5907251642	0.8503526549	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	0.0052095109	0.5247858629	0.1381885066	0.0011065619	0.0310113432	0.0846465177	0.1047248471	0.2359729264	0.0000982393	0	0	0	0.0017131219	0.0001636446	0	0	0.4195506387	0.0354021801	0.0035819814	0	0.0026375696	0.3295002732	0.5086524874	0.1644614568
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.0000040885	0.0000000006	0.0000000026	0.0000000000	0.0000000000	0.0000186935	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000028	0.0000000000	0.0000000000	0.0000000000	0.0000000000
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Enterobacter.s__Enterobacter_cloacae	0.7896653433	0.0393135803	0.2201843414	0.3617087095	0.8358607722	0.3384177450	0.9549288044	0.7194262405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0256940726	0.0404986522	0	0.1189246426	0.0172886683	0.1248245416	0	0.6123561819	0	0	0.4934366520	0	0	0	0	0	0	0.0014357206	0.0000253660	0.0015475136	0.0000892696	0.0000001025	0.0000504824	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Klebsiella.s__Klebsiella_oxytoca	0.6939772219	0.8148992801	0	0	0.6434296580	0.6976406487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Klebsiella.s__Klebsiella_pneumoniae	0.8892451976	0.9872326813	0.9282662954	0.9401453697	0.9676940506	0.5931233469	0.9177784008	0.8670259325	0.8958465473	0.8910995269	0	0.6600468381	0.9425654972	0.9168708248	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	0.9242014845	0.7632498206	0.7966760540	0.1172703090	0.8701959020	0.9667707299	0.9565697834	0.6924781474	0.7303619619	0.0674736818	0	0	0.0006657374	0	0	0	0.0008454794	0.0020680764	0.0510240001	0.2027598130	0.4106189283	0.0628085819	0	0.2920355741
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000000000	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0.6442428256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8068835911	0	0	0.5397715786	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.8763057682	0.6420422913	0.9999550334	0.9990489822	0.7163004400	0.9408121408	0.5398491613	0.7463166242	0.0000255002	0.2650917840	0.3624222948	0.6540658752	0.8380055456	0.3398565446	0.3978722065	0.7400752701	0.0986250644	0.5877665526	0.0060325175	0.7388527749	0.9680091736	0.0439907771	0.8304491987	0.9569300503
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.9079722045	0.0041249820	0.6102204124	0.0550591355	0.2898821939	0.0088406721	0.3817123933	0.1574279477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2213592269	0.2454173984	0.0607685763	0.0242895069	0.1537903719	0.4586535190	0.0275319006	0.0049154383
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_longum	0.0000002182	0.6592245381	0.0688697881	0.3448900668	0.1612606231	0.5423128039	0.4869993360	0.1573092681	0	0	0.0826001883	0.3705189476	0	0	0.2396755445	0.3456631069	0.8021191389	0.0055915588	0.8717698150	0.0287902362	0.0771117780	0.3568776969	0.2758326322	0.2960026244
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0.7462131965	0.6248420770	0.7837385197	0.3337531187	0.0104084169	0.2842737465	0.1293006743	0.9367644282	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075312085	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	0.7938704177	0.5654822311	0.6689911744	0.9372187506	0.5064562577	0.1738331489	0.8628956504	0.2564008410	0	0	0.5686605657	0.8807329856	0	0	0.3393563996	0.8744897558	0.6294444704	0.9389523805	0.4260206893	0.9959376841	0.9769132298	0.8842396049	0.6390966158	0.1058042433
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0.9032030460	0.5051128068	0	0	0	0.6123264576	0.2686241923	0.1049404337	0.2032518619	0	0.1570554213	0	0	0	0.3899992299
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0804551626	0.3790575181	0	0	0.1748161132	0.4977629879	0.4520592953	0.2771957953	0.3292844316	0	0	0.6072202784	0.7906901238	0	0	0	0.5352906975	0.0002742944	0.0221213111	0.0219700156	0.0000000542	0.0040517818	0.0305327074	0.1660230223
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Klebsiella.s__Klebsiella_pneumoniae	0.0520219911	0.5056674673	0.1817694452	0.6024293350	0.0410505460	0.1172764092	0.5389793872	0.4102817300	0.3307478261	0.5921507920	0	0	0.7509616329	0.5629295835	0.8063555745	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.1542576251	0.2651182861	0.2128657200	0.0937450443	0.0037601530	0.0361706785	0.0303322435	0.1647271575	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_ruminis	0.0000000000	0.0000000000	0.0000000000	0.0002187922	0.0000000000	0.0000000000	0.0000000000	0.0000000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.6664251996	0.7416506435	0	0	0	0.5402129654	0	0	0	0	0	0	0	0	0	0	0.7574750658	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8212525336	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	0.9510976329	0.0248925163	0.8346328569	0.7686574270	0.7841934413	0.8312969647	0.9980881333	0.8095820016	0.1633687659	0.4320479388	0.0532503246	0	0.7475097703	0.3560766749	0.2467896316	0	0.7137159004	0	0	0.5257202594	0.1408497768	0	0.0959552586	0
COA-PWY: coenzyme A biosynthesis I	0.0000000000	0.0000000000	0.0000000000	0.0000000247	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000133866	0.0000000017	0.9293446036	0.9546187178	0.0002295896	0.0000000819	0.2517841720	0.5223746014	0.0000074136	0.0000084557	0.0000000299	0.0000170495	0.0000000000	0.0000000000	0.0000026660	0.0000002099
COA-PWY: coenzyme A biosynthesis I|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0.5876574799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	0.1686459979	0.4645668877	0.5739928297	0.9087336346	0.4067803215	0.1230169048	0.8133865892	0.1195527147	0	0	0.4681630288	0.7723796990	0	0	0.3081747664	0.3170515160	0.5389391953	0.5835715428	0.2136046421	0.3703528134	0.0547604146	0.0162716008	0.5558534441	0.0748991811
COA-PWY: coenzyme A biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0620838193	0.2177151807	0	0	0.0137672244	0.0385119706	0.3404603700	0.1907827621	0.0781449725	0	0	0.6132898735	0.7627543377	0	0	0	0.2166291833	0.0001828901	0	0.0309350961	0.0000000542	0.0034279475	0.0004262618	0.1615093618
COA-PWY: coenzyme A biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.1001491145	0.0311295211	0.2128657200	0.0937450443	0.0046382569	0.0361706785	0.0303322435	0.0495954329	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.3589934316	0.7416506435	0	0	0.2656801510	0.4875708039	0	0	0	0	0	0	0	0	0	0	0.7252782933	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|unclassified	0.7723028253	0.0086812462	0.0277482083	0.0212142657	0.0179504829	0.2689185595	0.0000031897	0	0	0.3367851465	0	0	0.2748092006	0.2536357051	0.4574658904	0	0.0054367084	0	0	0.0083297002	0.0008972622	0	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000003	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000123	0.0000000000	0.0000015923	0.0000852205	0.0013853449	0.0005987787	0.0000000075	0.0000000000	0.0000000002	0.0054843229
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Escherichia.s__Escherichia_coli	0.0630360941	0.0000488946	0.0467458295	0.0745421723	0.0738159190	0.0290130482	0.0881221062	0.3197482109	0	0	0.1069092725	0.6467535150	0	0	0.3623854966	0.3283160281	0.0917717112	0.2928497920	0.3396448620	0.6635764706	0.1649274257	0.0002321691	0.0354033309	0.5216234179
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0.0730234231	0	0	0.5304324571	0	0	0	0.1995136159	0.6357692897	0	0.6616232916	0	0	0.5125907182	0.1645037420	0.1376004775
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0.2846405603	0	0.1315576979	0	0	0	0	0	0	0	0.2501900396	0.7146894407	0	0	0	0.0907635822	0.3623223866	0.0087609953	0.0024013056	0.0075079050	0	0.1429064668
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	0	0	0	0	0.0000043286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004515928	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000005	0.0000005803	0.0000000000	0.0000000000	0.0000000000	0.0000000234
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0000034292	0.0000000136	0.0000000000	0.0000000000	0.0000002030	0.0063299417	0	0	0.0000321214	0.0192422298	0	0	0.0023002628	0.0000000000	0.0000000275	0.0000000008	0.0000000000	0.0423513832	0.0000000003	0.0000000028	0.0000000143	0.0124407800
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.9999999999	0.9956152516	0.9999999994	1.0000000000	0.9999991579	0.9999999301	0.9999999988	0.9999999915	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000047	0.0000000000	0.9688731645	0.9986391357	0.9688027073	0.9999782081	0.9999926379	0.9808348985	0.9670496482	0.9356144856
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0.5215797710	0	0	0.7109189154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0.0280467140	0.1581612068	0.4099154092	0.3037390059	0.0005684839	0.0118016406	0.6351637827	0.4031281531	0	0	0.3604276253	0.1952855488	0	0	0.4309999724	0.4212121777	0.0976999445	0.2978740630	0.0174639702	0.5987037952	0.0973054646	0.2081748258	0.3897030743	0.0275800095
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0.6966631255	0	0.5059585519	0	0.1784208461	0.3228093586	0	0.5395273046	0.3485222830	0.1403677491	0.5599092635	0.3395875359	0.3231043112	0.1008195481	0.4117943746
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0.0247876107	0.2387227498	0.5505014213	0.6256820042	0.2435986516	0.1842148374	0.2081358480	0.4824024462	0.0000000055	0.0000680513	0	0	0.0000000000	0.0000002643	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0.7678801993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	0.1569222203	0.6118041568	0.0118014838	0.0116863850	0.3239764716	0.6133004121	0.4390553983	0.1025356172	0	0	0	0	0	0	0.2039545260	0	0.0846282291	0	0	0.0110758742	0.1449029781	0	0.0390734288	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.9999350624	0.9938918697	0.8536183438	0.5215190003	0.8661233142	0.9659556270	0.4662153507	0.6968534375	0.9831197780	0.9566317932	0.9974850085	0.9998368798	0.9373956596	0.9695868597	0.6420424924	0.8735959330	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_animalis	0.3138845900	0.3003603609	0.4616620973	0.2166120190	0.1427167054	0.4022263460	0.4137385473	0.4805027878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes	0.3956890153	0.2060201354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0000000000	0.0000000002	0.0000000493	0.0000000018	0.0000000000	0.0000000000	0.0000002242	0.0000196445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0000000000	0.0000001725	0.0000000000	0.0000000000	0.0000031752	0.0001106180	0	0	0.0058831233	0.0005442143	0	0	0.2529502168	0.0022439777	0.0000004584	0.0000443982	0.1849469869	0.1251788181	0.0000000012	0.0002026874	0.0062356105	0.0174008367
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	0.1808478540	0	0	0	0.2186063460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0000000000	0.0000000000	0.0159801909	0.0232188243	0.0000000011	0.0000000062	0.0000007246	0.0049033248	0.0009633666	0.0999765821	0	0	0.0002097390	0.0014129575	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	0.0000064062	0.0141861484	0.0090964944	0.0012669288	0.0000365656	0	0.0166953432	0	0	0	0	0	0.0399764130	0	0	0	0	0	0	0	0	0	0.3983687491	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000020	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	0.0021645967	0	0	0	0.0000000388	0	0.0195116152	0	0.2691801187	0.1040993293	0	0	0	0.0304850719	0	0	0.0129373489	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.9927570140	0.9999999820	0.1567605187	0.6956983157	0.5738560583	0.9817350942	0.9623210822	0.0924475356	0.0026224616	0.6045345874
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_animalis	0.4553897117	0.3891570914	0.6952619390	0.3550620655	0.3141079865	0.0817557620	0.3245734643	0.8456136736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0.6670006730	0.2254555408	0.0113499929	0.1856429984	0.0214549079	0.1566916703	0.5420063841	0.3179118504	0	0	0	0	0.4903557512	0	0	0	0.0994978175	0.1179579170	0.4056944524	0.1226544387	0.5760826213	0.2843371096	0.2335815887	0.7745416360
