# Pathway	Exp1A1_prefix.assembled_Abundance	Exp1A2_prefix.assembled_Abundance	Exp1AS1_prefix.assembled_Abundance	Exp1AS2_prefix.assembled_Abundance	Exp1C1_prefix.assembled_Abundance	Exp1C2_prefix.assembled_Abundance	Exp1S1_prefix.assembled_Abundance	Exp1S2_prefix.assembled_Abundance	Exp2A1_prefix.assembled_Abundance	Exp2A2_prefix.assembled_Abundance	Exp2AS1_prefix.assembled_Abundance	Exp2AS2_prefix.assembled_Abundance	Exp2C1_New.assembled_Abundance	Exp2C2_prefix.assembled_Abundance	Exp2S1_prefix.assembled_Abundance	Exp2S2_prefix.assembled_Abundance	Exp3A1_prefix.assembled_Abundance	Exp3A2_prefix.assembled_Abundance	Exp3AS1_prefix.assembled_Abundance	Exp3AS2_prefix.assembled_Abundance	Exp3C1_prefix.assembled_Abundance	Exp3C2_prefix.assembled_Abundance	Exp3S1_prefix.assembled_Abundance	Exp3S2_prefix.assembled_Abundance
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.000334698	0.00028475	0.000281535	0.000233009	0.000304918	0.000289491	0.000295061	0.000279466	0.000346348	0.000234123	0.000363669	0.000273567	0.000359811	0.000376238	0.000219349	0.000260623	0.000180052	0.000123081	8.80525e-05	9.69261e-05	0.00013513	0.000296342	0.000136111	0.000108029
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.91438e-05	1.44538e-05	1.36318e-05	1.5726e-05	1.82526e-05	1.96068e-05	1.26432e-05	1.06773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	0.000104529	9.95185e-05	8.69468e-05	0.000110765	0.000107266	8.91668e-05	0.000115859	8.91966e-05	0	0	4.79193e-05	4.71923e-05	0	0	5.91321e-05	6.02196e-05	8.39242e-05	5.45185e-05	4.6859e-05	4.93219e-05	5.89522e-05	0.000102659	6.3099e-05	5.51651e-05
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.97966e-06	1.65585e-06	1.21223e-06	2.87174e-06	2.23404e-06	1.94344e-06	8.85961e-07	0	0	0	8.11726e-07	8.71494e-07	1.35683e-06	6.37019e-07	0	0	3.3023e-06	7.7955e-06	0	5.70823e-06	2.47101e-06	8.18762e-06	3.83947e-06	7.8787e-06
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	3.77099e-07	8.70869e-07	0	0	2.99634e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	1.24851e-06	0	0	0	2.52871e-06	1.60283e-06	3.63091e-07	0	1.07049e-06	0	0	0	5.57227e-07	0	0	0	4.13931e-06	3.44587e-06	0	2.86809e-06	3.17566e-06	4.62711e-06	2.71008e-06	0
AST-PWY: L-arginine degradation II (AST pathway)	7.36596e-05	7.78071e-05	6.69142e-05	5.61221e-05	7.17183e-05	7.74656e-05	6.08936e-05	6.45358e-05	4.8654e-06	0	2.36915e-05	2.17513e-05	0	0	3.67846e-05	2.71299e-05	3.46178e-05	3.53625e-05	2.49393e-05	2.04414e-05	2.84324e-05	2.98143e-05	3.62204e-05	2.98844e-05
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	5.71518e-05	6.06784e-05	4.69001e-05	4.53875e-05	5.57861e-05	5.86127e-05	4.91262e-05	5.40127e-05	0	0	2.31563e-05	2.16915e-05	0	0	3.66975e-05	2.56855e-05	3.46178e-05	3.53625e-05	2.49393e-05	2.04414e-05	2.84324e-05	2.98143e-05	3.62204e-05	2.98844e-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.000121891	0.000130503	0.000101274	9.71429e-05	0.00012777	0.00012416	0.000101729	0.000101685	0.000106624	0.0001031	3.77072e-05	3.93652e-05	0.000107802	0.00010427	5.9913e-05	4.39737e-05	5.79423e-05	5.30462e-05	4.51811e-05	4.33888e-05	5.33145e-05	6.1926e-05	5.28736e-05	5.63836e-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	1.4662e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	6.31717e-05	6.7404e-05	5.90728e-05	5.47681e-05	6.97804e-05	6.67209e-05	6.03891e-05	5.76076e-05	0	0	2.24157e-05	2.43908e-05	0	0	4.25851e-05	2.91834e-05	4.42864e-05	4.25185e-05	2.89512e-05	3.06291e-05	3.99291e-05	4.84042e-05	3.51123e-05	3.96076e-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	2.69431e-05	3.29956e-05	1.54401e-05	1.28628e-05	2.93348e-05	3.1408e-05	1.25256e-05	9.26645e-06	8.57002e-05	8.45853e-05	0	0	8.64228e-05	8.21666e-05	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.000284076	0.000245015	0.000257148	0.00021273	0.000258311	0.000240601	0.000224704	0.000220591	5.42179e-05	5.17371e-05	0.000151093	0.000159409	7.73863e-05	4.79705e-05	0.0001531	0.00013553	0.000372245	0.000441478	0.000305283	0.000369712	0.000415012	0.000392158	0.000326421	0.000321967
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Alloscardovia.s__Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24222e-07	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	2.75312e-05	2.5365e-05	2.31942e-05	2.28902e-05	2.05482e-05	2.09731e-05	2.08315e-05	1.99825e-05	0	1.32259e-06	1.12781e-05	7.07998e-06	3.78553e-07	3.5049e-07	9.87432e-06	1.07208e-05	6.54301e-05	7.19292e-05	5.45758e-05	6.81487e-05	7.46539e-05	6.35784e-05	4.30545e-05	5.12214e-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.30668e-07	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0	9.79855e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	3.91777e-05	4.4596e-05	2.94038e-05	1.48954e-05	4.95216e-05	4.25528e-05	2.1854e-05	2.05689e-05	0	0	4.21589e-06	2.0795e-06	0	0	0	0	0	0	0	7.63694e-06	0	6.55364e-06	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.42613e-06	2.92757e-06	1.5436e-06	1.08938e-06	3.0873e-06	2.69605e-06	1.48905e-06	2.43851e-06	1.85254e-06	1.76128e-06	2.38778e-06	1.52112e-06	8.13964e-07	7.75027e-07	2.01158e-06	2.30812e-06	1.0554e-05	1.12509e-05	9.14413e-06	8.26072e-06	1.35883e-05	1.19355e-05	1.0652e-05	1.25916e-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	1.41908e-06	0	9.99738e-07	0	1.39058e-06	1.55711e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74415e-06	3.08604e-06	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	4.8716e-06	5.07523e-06	3.94415e-06	2.90251e-06	3.77959e-06	3.6579e-06	4.12042e-06	3.28678e-06	5.40553e-07	0	0	0	2.14429e-06	8.48878e-07	0	0	8.15773e-06	3.73882e-06	3.50453e-06	0	5.98954e-06	7.34792e-06	6.07202e-06	4.31732e-06
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00028983	0.000268697	0.000235658	0.000175329	0.000277854	0.000280137	0.000209736	0.000193211	0.000305619	0.00026396	4.25185e-05	3.79398e-05	0.00028934	0.000290673	1.73553e-05	4.50753e-05	0.000113095	5.35408e-05	8.61881e-05	0.000100784	9.67009e-05	0.000103835	8.72023e-05	8.05517e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Enterobacter.s__Enterobacter_cloacae	2.66496e-05	2.06982e-05	1.48745e-05	1.36257e-05	2.41657e-05	2.12596e-05	1.84312e-05	1.59735e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	1.88944e-05	6.58897e-06	0	0	4.29342e-06	5.57957e-06	7.32993e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	8.4828e-07	5.48089e-07	0	1.21066e-06	1.17923e-06	1.19045e-06	0	2.46414e-06	0	0	1.59206e-06	0	0	0	0	0	0	2.08944e-06	1.18333e-06	2.72244e-06	4.29109e-06	1.44652e-06	1.20096e-06	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Klebsiella.s__Klebsiella_oxytoca	2.32034e-06	2.36316e-06	0	0	1.63669e-06	1.96058e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Klebsiella.s__Klebsiella_pneumoniae	5.12072e-05	5.14099e-05	2.9859e-05	2.29269e-05	4.60919e-05	4.54769e-05	2.37093e-05	2.18452e-05	0.000150745	0.000159586	0	1.36279e-06	0.000147266	0.000155104	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	9.89596e-06	5.36958e-06	7.44538e-06	6.71159e-06	8.32758e-06	9.02507e-06	8.66546e-06	5.53591e-06	4.76091e-06	1.91601e-06	0	0	2.25066e-06	0	0	0	3.43419e-06	3.48203e-06	7.28522e-06	7.88561e-06	1.17728e-05	5.76669e-06	0	6.65574e-06
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	2.19968e-06	2.3833e-06	1.5448e-06	1.43582e-06	3.52823e-06	1.66604e-06	0	4.82507e-06	0	0	0	0	3.53294e-06	0	0	0	0	0	0	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16345e-06	0	0	0	0	0	4.32519e-06	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.000806778	0.000768377	0.00109396	0.00113875	0.000840504	0.000799625	0.00107396	0.00105532	0.000759023	0.000792512	0.00138296	0.00154265	0.000777812	0.000717116	0.00147061	0.00145667	0.0013014	0.00131068	0.00164039	0.0016498	0.00135471	0.00134825	0.00152306	0.00159489
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	8.87058e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14963e-06	0	0	1.26704e-06	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.000520894	0.000514673	0.000852348	0.000895588	0.000579954	0.000563	0.000809358	0.00082722	0.000372061	0.000506193	0.00110319	0.00131539	0.00042807	0.000348235	0.00130196	0.00122351	0.000673994	0.000727819	0.000668785	0.000706889	0.000753835	0.000706939	0.000688086	0.000753057
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_angulatum	5.74478e-05	4.84294e-05	2.86482e-05	1.28378e-05	4.29007e-05	3.14968e-05	2.35353e-05	1.76278e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000473261	0.000422345	0.00084205	0.000803503	0.000429633	0.000500232	0.000720399	0.000719989
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_longum	1.32823e-05	2.46768e-05	2.14633e-05	1.90005e-05	1.93251e-05	2.08718e-05	2.18261e-05	2.12665e-05	0	0	7.49069e-06	1.17511e-05	0	0	9.66424e-06	9.9065e-06	6.90271e-05	5.93171e-05	6.25169e-05	4.909e-05	6.3175e-05	5.86487e-05	4.28812e-05	4.94581e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	4.80754e-06	6.77864e-06	1.84663e-05	2.09238e-05	1.91465e-06	2.26042e-06	9.60788e-06	1.80271e-05	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43203e-06	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	8.09894e-05	7.95992e-05	7.58443e-05	7.45044e-05	7.83634e-05	7.40697e-05	7.82517e-05	7.04265e-05	0	0	3.21594e-05	4.34544e-05	0	0	5.02748e-05	5.27017e-05	4.98e-05	6.05336e-05	3.71373e-05	5.66344e-05	6.4141e-05	5.60843e-05	4.94361e-05	3.9565e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	4.17147e-06	2.34627e-06	0	0	0	2.92276e-06	2.33682e-06	1.56043e-06	3.06066e-06	0	2.18024e-06	0	0	0	3.55803e-06
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.12763e-06	1.2443e-06	0	0	1.26788e-06	1.6698e-06	1.27485e-06	9.99152e-07	1.39323e-06	0	0	2.01597e-06	2.43729e-06	0	0	0	7.4317e-06	1.23415e-06	3.00051e-06	2.17684e-06	8.76179e-07	2.74267e-06	2.80222e-06	3.559e-06
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Klebsiella.s__Klebsiella_pneumoniae	3.14246e-05	3.8135e-05	1.82651e-05	1.60012e-05	3.34389e-05	3.49448e-05	1.82692e-05	1.55198e-05	9.57395e-05	9.25913e-05	0	0	9.71747e-05	9.38027e-05	2.00178e-06	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000252336	0.000161966	0.000212915	0.000129773	0.000239694	0.000270911	7.8125e-05	0.000118922	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_ruminis	3.04788e-05	2.29617e-05	3.66228e-05	6.9583e-05	2.17472e-05	1.9846e-05	4.83163e-05	4.60321e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	8.65542e-07	8.97913e-07	0	0	0	8.69351e-07	0	0	0	0	0	0	0	0	0	0	1.55756e-06	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92933e-06	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	9.68359e-06	2.07498e-06	7.47097e-06	7.73611e-06	5.73401e-06	5.71484e-06	1.20513e-05	7.28125e-06	2.47752e-06	3.06664e-06	1.84312e-06	0	5.66529e-06	3.05657e-06	3.85534e-06	0	1.1919e-05	0	0	1.02885e-05	9.14203e-06	0	4.02386e-06	0
COA-PWY: coenzyme A biosynthesis I	0.000125446	0.000123349	0.000113952	0.000128669	0.00012766	0.000114232	0.000132049	0.00010315	0.000370791	0.000245996	0.000391975	0.000275932	0.000398644	0.000381486	0.000229719	0.000257471	9.55431e-05	8.99836e-05	5.75931e-05	7.06628e-05	7.17655e-05	6.63765e-05	8.75416e-05	7.25919e-05
COA-PWY: coenzyme A biosynthesis I|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	8.00531e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	6.83128e-05	6.83932e-05	6.55336e-05	6.99683e-05	6.86635e-05	6.37341e-05	6.92455e-05	5.76492e-05	0	0	2.79145e-05	3.88959e-05	0	0	4.44597e-05	3.7959e-05	4.40563e-05	4.92686e-05	2.95233e-05	3.73468e-05	4.18323e-05	4.08559e-05	4.34458e-05	3.24776e-05
COA-PWY: coenzyme A biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	9.54958e-07	8.98339e-07	0	0	6.95413e-07	5.60369e-07	1.00543e-06	7.86166e-07	7.08304e-07	0	0	2.04265e-06	2.1523e-06	0	0	0	4.93375e-06	8.70545e-07	0	2.47407e-06	8.00767e-07	2.29874e-06	1.04397e-06	3.43812e-06
COA-PWY: coenzyme A biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000250118	0.000154288	0.000212915	0.000129773	0.000244864	0.000270911	7.8125e-05	0.000113152	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	4.38774e-07	8.97913e-07	0	0	2.44489e-07	7.69723e-07	0	0	0	0	0	0	0	0	0	0	1.40597e-06	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|unclassified	7.49962e-06	1.32801e-06	2.47109e-06	3.11748e-06	2.7633e-06	3.56438e-06	4.50892e-07	0	0	2.61674e-06	0	0	3.75748e-06	2.67009e-06	5.10678e-06	0	3.02395e-06	0	0	4.65206e-06	3.96288e-06	0	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	7.35142e-05	5.71463e-05	5.65812e-05	5.66914e-05	7.47081e-05	6.7776e-05	8.14969e-05	7.09893e-05	2.05965e-05	2.42061e-05	8.80094e-05	9.16829e-05	3.41996e-05	3.727e-05	0.000106149	9.0679e-05	5.47473e-05	5.35885e-05	4.72429e-05	4.78624e-05	5.53256e-05	4.95079e-05	4.19703e-05	6.56779e-05
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Escherichia.s__Escherichia_coli	5.87367e-05	4.6093e-05	4.92891e-05	5.0082e-05	6.07865e-05	5.63663e-05	6.47243e-05	6.13883e-05	0	0	2.83652e-05	3.53306e-05	0	0	4.8586e-05	3.5734e-05	3.851e-05	4.0531e-05	3.24387e-05	3.76618e-05	4.28484e-05	3.32827e-05	3.36465e-05	4.91404e-05
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	8.35277e-07	0	0	2.87633e-06	0	0	0	1.82855e-06	4.37948e-06	0	5.01636e-06	0	0	5.04029e-06	2.7823e-06	2.58114e-06
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	1.36207e-06	0	1.20241e-06	0	0	0	0	0	0	0	9.48987e-07	1.85478e-06	0	0	0	3.34339e-06	6.25365e-06	2.54153e-06	2.65134e-06	3.66982e-06	0	3.32738e-06
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	0	0	0	0	9.17479e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21999e-06	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	8.85879e-05	9.19971e-05	8.48572e-05	8.00723e-05	9.64572e-05	9.40816e-05	9.45274e-05	9.80705e-05	2.03618e-05	0	5.827e-05	6.18715e-05	7.926e-06	0	8.3497e-05	7.64868e-05	5.86743e-05	5.07483e-05	4.97787e-05	6.32771e-05	5.02701e-05	5.33991e-05	6.46933e-05	7.16712e-05
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	3.89108e-05	4.09413e-05	4.35999e-05	4.14631e-05	3.95385e-05	3.97112e-05	4.75182e-05	5.31807e-05	0	0	1.91645e-05	2.53011e-05	0	0	4.25103e-05	1.8025e-05	2.4628e-05	2.14789e-05	1.48895e-05	2.84444e-05	2.23667e-05	2.62718e-05	2.86984e-05	3.68527e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.000467399	0.000440965	0.000472293	0.00047177	0.000453234	0.000437188	0.00045538	0.00047703	0.000293775	0.0002763	0.000120453	0.000137778	0.000263989	0.000265829	0.000204406	0.000146471	0.000253509	0.000279963	0.000233361	0.000292229	0.000325165	0.000275564	0.00024704	0.000248574
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	6.04147e-07	0	0	1.09071e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	7.71334e-05	8.10501e-05	6.88865e-05	6.75246e-05	7.82163e-05	7.7078e-05	7.69546e-05	7.66989e-05	0	0	2.87733e-05	3.33275e-05	0	0	5.74427e-05	4.37302e-05	4.32846e-05	4.53021e-05	3.07912e-05	3.94915e-05	4.41659e-05	4.68981e-05	4.76442e-05	4.09313e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	2.71414e-06	0	2.996e-06	0	1.63323e-06	1.85006e-06	0	4.15737e-06	4.614e-06	3.20639e-06	5.05408e-06	5.31185e-06	3.81186e-06	2.90937e-06	3.7641e-06
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	3.72346e-05	4.11518e-05	2.35614e-05	1.74134e-05	4.15943e-05	3.82337e-05	1.79176e-05	1.70112e-05	0.00010181	0.000100184	0	0	9.24943e-05	0.000102201	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	1.20551e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	6.63944e-06	5.99319e-06	3.62083e-06	4.53181e-06	6.41519e-06	5.60328e-06	5.4522e-06	3.16881e-06	0	0	0	0	0	0	4.7943e-06	0	6.27992e-06	0	0	5.81528e-06	1.0225e-05	0	3.90953e-06	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.000374215	0.000359468	0.000312637	0.000265692	0.00035027	0.000340602	0.00028902	0.000303377	0.000538629	0.000437855	0.000541363	0.000440328	0.000533857	0.000536734	0.000343988	0.000381012	0.000595026	0.000556468	0.000570669	0.000571872	0.000568439	0.000608894	0.000554769	0.000568632
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_animalis	4.0216e-06	3.27395e-06	2.88615e-06	1.96139e-06	3.8353e-06	4.30322e-06	2.60069e-06	2.43764e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes	8.21173e-07	5.87884e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	9.88403e-06	1.04594e-05	7.33506e-06	5.87041e-06	8.11517e-06	8.17198e-06	6.14912e-06	7.5016e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	4.28641e-05	4.75327e-05	3.9759e-05	4.52019e-05	4.84846e-05	4.76026e-05	5.20328e-05	5.32021e-05	0	0	2.24801e-05	2.4475e-05	0	0	4.70622e-05	2.97103e-05	2.96198e-05	3.27091e-05	3.25035e-05	2.8242e-05	2.84245e-05	4.18353e-05	3.8642e-05	3.84108e-05
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	1.17673e-06	0	0	0	8.36226e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	2.34091e-05	1.97779e-05	1.77615e-05	1.1404e-05	2.5713e-05	2.44575e-05	9.3823e-06	1.1571e-05	9.56687e-05	9.29653e-05	0	0	9.02743e-05	9.18138e-05	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	2.11213e-06	2.14787e-06	2.29343e-06	2.41863e-06	1.6467e-06	0	2.2885e-06	0	0	0	0	0	2.65311e-06	0	0	0	0	0	0	0	0	0	6.35747e-06	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.000141664	0.000132493	0.000109996	9.51389e-05	0.000126629	0.000108393	7.71234e-05	9.04232e-05	0.000227767	0.000164661	0.000130064	0.000161876	0.000201943	0.000106757	0.000102926	7.47483e-05	7.51593e-05	6.37829e-05	8.68683e-05	5.97515e-05	5.4777e-05	1.50718e-05	4.60165e-05	5.22187e-05
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	5.6745e-06	0	0	0	1.77879e-06	0	2.8832e-06	0	3.34228e-06	2.91029e-06	0	0	0	2.82876e-06	0	0	4.98099e-06	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.000100455	9.70615e-05	0.000118636	0.00010939	0.000100023	9.29624e-05	0.000118191	0.000116421	0.000678214	0.000484034	0.000632863	0.000449216	0.000647954	0.000667592	0.000314194	0.000424094	0.000127604	0.000143659	0.000114633	0.000137795	0.000159624	0.000124749	9.46769e-05	0.00013474
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_animalis	4.2537e-06	3.21255e-06	3.504e-06	2.1463e-06	3.71094e-06	2.58213e-06	2.25877e-06	4.43552e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
